zsjCode	dojezdy_all	dojezdy_urgent	dojezdy_very_urgent	count_all	count_urgent	count_very_urgent	DUŠNOST	ÚRAZ	BOLEST BŘICHA	PÁD	NESP.NEURO. PŘÍZ.	JINÉ POT.AK.	STENOKARDIE	JINÉ POT./ZH.STAVU	PO KOLAPSU	BEZVĚDOMÍ	NEVOLNOST	BOLEST ZAD 	PSYCHÓZA	NAPADENÍ	INTOXIKACE	SOMNOLENCE	KRVÁCENÍ	DN	HYPERT.	ARYTMIE	BOLEST DK	TEPLOTA	KŘEČE/PO KŘEČI	K PORODU	BOLEST JINÁ
173410	8.73	9.00	10.04	7	5	3	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
173428	7.22	7.44	7.89	378	291	107	37	46	27	29	21	19	9	10	15	12	16	9	16	14	9	4	8	15	7	5	6	7	6	3	3
173771	12.37	12.26	11.84	389	294	132	35	34	29	28	24	17	29	15	8	19	11	14	12	5	10	10	6	10	9	9	6	8	3	2	2
173983	7.54	7.59	7.71	126	101	47	20	13	9	5	5	7	8	4	5	4	5	4	3	2	0	2	1	3	1	2	5	6	2	1	0
173991	10.04	10.04	10.85	15	15	8	2	1	0	0	2	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0
182371	10.82	10.81	10.57	182	153	70	27	14	13	11	13	4	10	10	11	9	0	10	4	6	1	4	1	2	2	5	2	3	2	2	0
191728	8.60	8.56	8.88	39	32	16	7	4	5	3	0	2	1	2	1	1	0	4	0	0	1	0	1	1	1	0	0	0	3	0	0
191736	9.09	9.06	9.18	270	211	110	34	17	32	26	8	17	8	8	7	8	7	13	2	4	6	4	4	7	3	3	7	2	3	3	6
191752	9.44	9.42	9.53	266	220	115	36	22	28	14	9	8	8	9	8	16	16	7	9	3	6	3	7	6	4	8	4	5	3	2	3
191761	11.05	11.41	9.95	30	25	10	2	2	2	2	3	3	5	1	0	2	2	1	1	0	0	0	1	0	1	0	1	0	1	0	0
193259	13.44	13.44	12.21	12	12	4	0	1	0	0	0	1	2	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
193267	9.71	9.79	9.47	195	159	71	20	17	26	7	19	12	10	11	4	3	5	10	0	3	2	3	7	2	3	3	3	1	0	1	2
198056	5.95	6.25	5.83	15	12	7	2	0	5	3	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
305758	5.14	5.31	4.99	11	8	3	0	2	0	1	1	0	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
305774	5.83	5.79	5.61	242	183	62	18	29	17	16	15	13	12	6	12	9	13	6	6	9	4	5	2	5	3	3	9	3	4	3	0
305782	6.42	6.45	5.93	22	16	5	0	3	1	2	0	0	2	0	0	1	2	0	4	3	1	0	1	0	0	0	1	0	0	0	0
305791	5.65	5.70	5.47	121	94	44	12	13	9	8	9	3	3	2	6	5	3	5	4	0	6	3	1	1	3	1	4	1	1	1	0
305804	6.02	5.79	6.75	19	17	5	0	5	3	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
305812	7.44	7.44	7.51	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305821	7.83	7.70	7.48	43	36	12	2	3	2	6	3	1	2	0	7	2	2	2	0	0	3	1	0	0	1	1	0	0	0	0	0
305839	7.64	7.59	7.42	45	30	11	7	2	3	3	2	3	3	1	1	0	1	1	2	0	1	4	0	0	1	0	2	1	0	1	1
305847	8.26	8.59	7.57	19	15	6	1	1	2	2	0	0	2	1	0	1	0	0	1	0	1	0	2	0	0	0	0	0	2	1	0
305855	7.44	7.29	7.96	15	12	4	1	5	2	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
305863	7.63	7.68	7.47	228	171	75	17	24	26	8	14	8	12	5	12	8	10	9	7	2	13	3	0	1	6	2	8	11	2	1	1
305871	5.90	5.55	4.67	42	33	15	5	7	3	3	1	0	1	1	0	2	0	1	4	0	0	1	1	2	1	0	2	1	0	0	0
305880	5.06	5.09	3.96	47	40	12	6	3	2	6	3	1	0	1	2	3	3	0	1	2	1	2	1	0	0	0	0	0	1	1	0
305898	6.42	6.42	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
305901	7.68	4.45	0	3	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305928	5.88	5.98	5.74	39	29	10	3	5	0	7	2	3	0	2	1	2	1	2	0	1	1	1	1	0	0	0	0	1	0	1	0
305936	6.72	6.72	6.30	8	8	2	1	1	0	0	2	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
305944	3.08	2.20	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305952	5.58	5.72	6.26	13	12	6	2	2	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0
305961	6.05	6.00	5.31	98	75	22	3	35	0	7	2	5	4	2	4	3	3	1	5	1	1	2	2	2	0	0	0	1	3	0	1
305979	6.66	6.61	7.19	32	25	10	3	4	2	1	4	2	3	0	2	0	1	1	0	1	0	1	2	0	1	1	0	0	0	0	0
305987	5.78	5.81	4.93	42	31	11	3	4	4	1	3	2	5	1	1	0	1	0	0	0	0	0	0	2	0	2	1	1	0	1	0
305995	4.90	4.92	5.94	32	23	7	2	4	0	3	2	0	7	1	1	0	3	1	0	0	0	0	1	1	1	1	0	0	0	0	0
306002	9.44	9.23	8.34	57	47	18	10	5	4	5	2	2	3	5	2	3	2	0	2	0	1	2	2	1	0	1	0	0	0	0	0
306011	8.99	9.05	10.87	29	22	3	0	9	1	3	1	2	0	0	2	0	1	0	2	2	1	0	0	1	0	0	0	0	0	0	1
306029	9.09	8.89	8.17	50	37	11	7	5	1	2	4	3	4	2	1	1	3	0	2	3	2	1	0	0	1	0	0	1	1	0	1
306037	10.12	8.90	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
306045	9.44	9.50	9.89	63	46	18	9	7	3	5	2	2	4	3	4	2	1	0	2	2	1	1	2	2	0	0	1	2	0	0	0
306053	6.89	7.02	7.03	443	343	150	53	40	41	27	26	23	23	18	8	13	11	15	10	10	14	14	13	2	10	9	7	4	4	5	2
306061	6.73	6.70	6.47	403	311	143	47	38	34	44	11	14	22	24	16	19	10	15	12	9	10	7	5	6	9	6	4	2	4	0	0
306070	7.28	7.22	6.78	463	359	146	64	33	35	30	34	24	20	32	18	19	17	12	9	7	6	7	11	3	8	12	7	3	2	5	1
306088	6.77	6.92	6.80	293	220	80	39	22	15	20	18	21	14	16	8	9	7	9	11	5	2	7	5	2	8	10	5	3	4	2	4
306096	6.33	6.36	6.66	389	276	111	47	34	23	40	17	23	21	20	8	8	11	16	11	7	8	6	7	1	5	9	4	8	3	8	1
306100	5.48	5.45	5.41	341	276	124	41	30	29	13	18	20	16	16	10	14	14	15	5	5	7	13	5	5	1	14	6	2	5	3	1
306118	7.51	7.48	7.35	204	161	68	22	17	13	18	17	8	14	13	7	6	8	6	5	3	3	4	2	3	5	2	7	0	0	1	5
306126	8.85	8.22	9.68	19	12	6	1	1	3	0	0	1	0	1	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
306142	13.65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
306151	9.70	10.01	7.46	11	8	2	0	1	0	2	0	0	1	0	1	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	0
306169	9.23	9.15	8.90	107	84	36	19	12	11	9	9	3	3	2	5	2	2	1	5	3	1	0	0	3	1	2	2	2	2	0	0
306177	8.26	8.26	7.99	18	16	6	2	0	1	1	0	1	2	0	0	0	0	1	4	1	1	0	1	0	0	0	0	0	1	0	1
306185	7.91	7.73	8.74	13	11	4	2	0	0	2	1	2	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0
306193	9.65	9.99	9.41	30	24	8	6	0	1	1	1	4	1	3	1	1	0	0	2	2	0	2	1	1	1	0	0	0	0	0	0
306207	7.05	7.05	7.05	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306215	7.72	8.50	8.50	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306223	7.90	7.77	8.00	357	265	115	41	32	38	33	13	23	24	18	10	12	6	6	10	7	6	7	4	1	9	4	3	4	5	10	5
306231	7.57	7.56	7.29	323	249	101	36	28	31	26	14	18	12	13	15	8	7	9	13	11	6	6	3	0	8	4	5	7	6	5	1
306240	6.98	6.98	6.89	34	30	15	6	4	3	3	4	0	2	0	3	2	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0
306258	7.55	7.57	8.28	64	54	23	3	6	8	4	2	7	5	2	0	2	2	1	3	2	0	1	2	5	0	2	0	1	0	0	0
306266	10.17	9.81	10.11	35	23	9	4	8	4	3	1	3	2	1	0	0	1	1	4	0	0	1	1	0	0	0	0	1	0	0	0
306274	11.63	12.14	11.98	45	36	20	4	2	5	2	1	1	0	2	4	2	2	2	0	2	3	0	0	1	0	1	0	3	2	2	3
306282	7.12	7.09	7.14	88	72	25	6	10	9	8	5	7	2	5	5	4	3	2	3	0	0	2	0	2	2	0	3	1	0	0	1
306291	6.43	6.62	5.82	58	46	16	7	3	6	4	5	5	3	5	1	3	0	1	0	0	4	1	1	0	2	4	0	0	1	0	0
306304	8.53	8.51	8.15	32	27	13	4	1	0	1	3	0	2	2	4	1	1	2	0	3	0	0	1	3	1	0	0	0	0	0	0
306312	8.65	8.66	8.55	330	262	116	43	29	22	22	18	17	23	13	11	11	11	17	9	9	7	4	5	3	4	4	6	2	5	3	3
306321	8.44	8.44	8.44	3	3	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306339	8.45	8.33	8.12	83	67	34	11	8	5	2	2	4	11	4	3	3	2	3	2	1	2	2	0	2	3	1	1	3	1	2	0
306347	9.48	9.51	9.09	251	194	80	23	16	21	14	17	11	20	15	13	8	12	11	7	2	3	3	3	3	4	8	2	5	1	5	2
306355	9.76	9.74	9.47	301	245	109	31	30	18	14	19	20	15	17	3	20	7	15	5	1	6	8	9	2	6	1	6	6	6	4	3
306363	6.48	6.43	6.15	260	208	95	42	19	13	12	14	18	15	17	6	12	7	6	5	1	2	3	4	0	13	5	7	2	2	5	4
306371	5.60	5.54	5.42	265	206	93	29	18	18	13	22	13	18	10	9	14	4	12	6	4	3	2	3	2	8	5	4	7	6	5	3
306380	5.93	5.81	5.78	139	103	50	18	12	16	13	7	7	8	5	3	3	1	4	3	2	1	3	5	0	3	0	3	3	2	4	3
306398	7.46	7.45	7.36	489	363	176	59	52	46	36	26	30	19	13	7	20	11	18	8	9	7	9	8	5	12	7	9	9	5	7	12
306401	11.48	11.29	10.07	9	7	2	0	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
306410	10.41	10.70	11.70	9	7	3	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
306428	9.28	8.71	8.71	5	4	4	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
306436	9.23	8.44	8.39	22	15	6	1	7	3	3	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	1
306444	9.34	9.34	9.64	13	13	8	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	1	0	1
306452	7.50	7.34	6.80	120	99	52	26	4	10	12	5	6	6	13	0	6	1	0	1	1	1	8	2	2	6	3	2	1	0	0	0
306461	6.85	6.70	6.76	193	156	65	10	22	11	13	8	3	14	11	13	7	11	7	6	5	2	4	3	5	1	2	0	3	6	4	1
306479	5.90	5.98	5.46	559	427	206	63	37	58	30	31	32	33	22	15	14	13	26	16	13	8	6	9	4	12	11	7	14	2	10	8
306487	6.60	6.54	6.08	510	390	178	47	49	47	29	29	24	18	19	13	16	8	25	18	17	18	13	6	2	6	7	9	8	10	12	9
306495	7.80	7.62	8.06	50	40	20	4	5	5	4	3	2	2	0	3	2	1	3	2	0	0	1	1	1	2	1	0	1	1	0	0
306509	8.10	7.80	7.62	89	69	34	9	6	10	4	2	1	4	2	2	3	3	3	4	0	1	4	1	7	4	3	3	0	0	0	1
306517	8.48	8.37	6.69	10	9	5	0	0	0	1	0	0	3	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
306525	6.17	6.11	5.95	19	14	6	4	1	0	1	1	1	1	0	1	2	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0
306541	8.08	7.32	9.07	21	14	3	2	4	0	3	1	3	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
306550	10.07	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306568	5.33	5.40	6.23	127	101	33	10	12	7	7	8	8	4	7	6	1	3	4	5	3	7	0	4	1	0	5	2	1	2	1	4
306584	7.54	7.90	8.46	47	37	16	7	4	2	2	2	1	2	3	4	0	3	0	1	3	0	0	1	3	1	1	0	0	2	1	0
306827	9.31	9.19	9.22	48	40	17	2	5	0	3	3	4	5	1	0	3	2	3	3	1	1	1	0	1	2	0	1	0	0	1	1
306835	6.81	6.70	7.61	62	47	20	4	3	7	5	4	4	2	5	2	4	1	3	0	0	1	1	1	4	2	0	3	0	0	1	0
306843	9.22	9.13	9.08	275	217	94	28	20	18	8	21	24	14	15	5	13	7	14	7	3	6	5	8	2	3	3	7	7	6	0	3
306908	7.87	7.81	8.14	305	249	123	47	24	26	20	20	19	14	21	6	16	4	7	9	0	2	5	16	1	6	8	2	2	1	2	2
306916	7.75	7.89	6.99	20	15	3	0	1	2	2	2	3	0	0	1	1	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0
306924	9.43	9.36	8.92	26	22	12	3	0	3	0	1	1	0	2	1	2	0	2	1	0	0	2	0	1	0	1	0	0	0	2	0
315761	8.29	8.10	7.73	49	40	13	6	2	4	1	4	2	3	5	0	0	2	1	5	1	1	0	1	0	0	0	1	2	3	1	1
315770	7.33	7.29	7.49	21	17	8	1	2	4	1	1	2	1	1	0	1	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0
315788	6.94	7.04	7.65	17	13	6	0	2	0	0	0	1	2	1	2	2	0	0	1	1	0	0	0	4	0	0	0	0	0	0	1
315796	7.69	7.75	7.68	27	19	6	6	3	1	1	2	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0
315800	8.84	8.90	11.62	8	6	2	0	1	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315818	4.66	4.66	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0
315826	8.65	6.56	7.31	17	7	4	6	0	2	2	0	1	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0
315834	9.50	8.17	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315842	15.62	15.62	15.62	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315851	8.53	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315869	10.15	9.94	9.58	29	20	9	5	3	1	1	1	3	1	1	1	2	0	2	1	1	0	0	0	0	1	0	0	1	0	0	0
315877	7.03	6.92	6.63	215	164	60	21	17	10	18	8	12	18	3	20	5	9	5	5	4	4	2	4	1	4	15	3	1	4	2	3
315885	8.38	8.42	7.38	40	33	9	5	4	3	2	5	3	1	6	1	1	2	0	2	0	1	0	1	0	1	0	0	0	0	0	0
315893	7.75	7.60	7.78	121	96	50	15	8	10	9	2	4	3	2	6	7	4	4	7	2	2	1	6	4	7	1	2	1	5	2	1
315907	7.69	8.35	7.79	11	8	4	2	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1
315915	7.29	7.29	8.58	5	5	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
315923	6.69	6.72	7.49	35	30	11	1	4	1	1	4	0	2	4	1	6	1	1	0	0	0	1	1	0	0	1	0	2	1	0	0
315931	6.62	6.59	6.96	95	73	27	10	7	8	9	2	11	4	12	2	3	5	0	0	0	1	2	2	2	4	0	3	0	2	0	0
315958	6.03	5.87	5.55	395	303	115	39	47	50	34	20	39	13	39	8	13	8	7	3	7	2	11	6	5	4	2	7	4	5	1	6
315966	6.91	7.05	6.57	170	127	42	12	26	11	15	4	4	10	5	15	4	5	2	7	7	2	3	5	9	0	3	1	0	4	1	0
315974	7.95	7.99	8.20	80	60	20	6	6	3	4	4	6	3	6	1	4	1	1	2	1	3	1	1	1	3	1	1	1	3	2	3
315982	9.22	9.49	9.58	35	29	14	5	1	0	1	2	0	3	3	3	2	0	2	0	2	1	1	0	2	0	2	0	0	2	0	1
316008	9.74	9.49	11.49	11	9	2	1	1	1	0	2	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0
316016	8.72	9.00	8.80	26	21	9	2	0	2	3	4	2	0	2	0	0	1	1	0	2	1	0	1	1	0	0	0	0	0	1	2
316024	9.20	9.30	8.95	42	35	14	2	4	4	0	2	3	1	1	2	3	4	1	0	3	2	1	0	2	0	0	1	1	0	0	0
316032	8.23	8.16	7.79	12	6	2	0	0	1	1	0	1	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	2
316041	8.44	8.73	8.42	65	45	21	5	8	5	6	2	3	0	2	1	1	4	3	1	2	0	2	4	1	2	4	1	0	1	1	0
316059	8.60	8.70	8.85	39	32	18	5	8	4	2	2	0	3	0	1	2	0	2	0	0	1	2	0	0	0	0	0	0	0	1	0
316067	10.35	10.16	10.07	164	126	53	11	15	17	13	9	8	6	11	5	9	3	6	5	4	3	2	7	0	3	3	1	1	1	2	1
316075	10.97	10.99	10.68	46	39	18	7	1	5	3	1	4	2	4	2	1	0	4	2	0	0	1	1	0	0	0	0	0	0	0	2
316083	11.05	10.72	10.75	77	61	29	6	6	8	3	7	5	1	3	0	5	4	2	0	1	3	3	3	0	2	1	1	1	1	0	0
316091	8.45	8.51	7.43	30	23	14	3	2	4	2	1	3	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	1
316105	10.27	9.58	11.23	30	25	10	4	3	1	1	1	0	3	0	0	2	0	0	0	0	1	1	2	2	1	0	0	1	1	0	0
316113	9.13	9.10	8.55	24	20	8	4	6	1	1	2	0	0	0	1	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0
316121	4.55	4.55	4.55	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316130	7.56	8.37	0	8	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
316148	7.58	7.51	6.08	4	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
316156	9.85	9.70	8.62	12	11	2	1	3	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0
316164	10.03	9.97	10.10	120	94	45	11	7	7	9	2	7	7	4	2	6	1	3	2	3	9	3	3	6	2	1	2	2	3	1	0
316172	7.50	7.50	7.50	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316202	10.09	10.27	11.82	4	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
316211	12.87	12.87	13.88	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316245	12.88	12.88	11.15	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316261	10.17	10.17	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316288	12.58	12.67	12.70	17	14	7	1	3	0	2	2	1	1	0	0	2	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0
316296	11.44	11.45	9.78	10	9	3	0	4	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
316300	12.38	12.38	12.77	10	10	3	2	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0
316318	12.18	12.37	14.10	18	12	7	0	2	1	1	0	1	0	0	0	1	0	1	0	1	0	0	2	2	0	0	1	2	0	1	0
316326	6.88	6.93	7.64	30	25	6	3	1	2	1	3	1	3	0	4	0	0	1	0	1	0	2	0	2	0	0	1	0	2	0	1
316334	8.10	8.29	7.98	18	13	4	2	0	1	1	4	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0
316342	9.13	9.07	9.50	24	15	8	5	1	5	3	0	2	0	1	2	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
316369	7.76	4.07	4.07	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316377	8.17	8.17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
316385	6.80	7.09	6.37	27	20	6	1	4	2	2	2	1	0	1	4	3	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
316407	10.77	10.77	10.43	3	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
316415	11.60	12.13	0	4	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
316431	10.66	8.40	8.40	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316440	7.31	7.26	7.46	247	193	92	27	15	19	11	8	17	14	8	8	6	7	11	9	4	7	5	7	1	8	7	3	8	1	6	6
316458	7.31	7.64	5.58	11	6	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
316474	8.81	8.90	8.90	68	46	28	7	6	6	4	1	4	4	0	1	2	1	4	0	1	0	1	4	2	3	2	0	3	1	1	3
316482	9.12	9.30	8.96	94	74	31	13	13	13	4	3	4	5	4	2	2	2	1	2	1	1	3	2	1	2	1	1	2	2	2	1
316491	9.49	9.37	9.12	119	96	44	11	14	12	8	4	4	5	5	4	4	5	3	2	4	2	2	0	0	1	2	5	5	1	3	3
316504	9.20	9.08	9.16	209	159	71	33	13	27	14	6	12	12	12	5	3	7	5	2	6	7	2	2	2	4	3	2	7	4	1	2
316512	9.57	9.47	9.23	60	49	24	6	7	5	4	5	5	3	0	3	2	2	2	1	2	1	0	2	1	0	1	0	0	0	2	0
316521	9.81	9.84	9.76	67	53	26	10	10	4	5	2	4	4	2	2	3	2	3	0	2	2	1	2	0	0	0	0	2	0	2	1
316539	10.11	10.11	8.52	6	6	1	0	0	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
316547	7.17	6.75	8.83	8	5	3	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1
316555	9.03	9.03	9.03	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316563	9.66	10.19	10.17	13	8	4	0	4	1	3	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
316571	8.23	8.24	9.13	25	21	10	2	5	1	1	2	1	1	1	1	1	0	1	1	1	0	2	0	2	0	0	0	1	0	0	0
316580	2.27	3.36	6.62	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
316598	8.70	7.96	8.64	11	9	4	0	4	2	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
316601	9.71	9.81	9.44	56	46	22	4	4	7	3	0	2	4	3	1	0	0	5	6	1	1	0	0	1	0	0	0	6	1	4	0
316610	9.52	9.95	10.95	16	13	5	2	0	1	0	2	2	1	2	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
316628	10.00	9.90	10.34	35	30	9	4	2	2	6	1	2	2	1	1	1	1	1	1	1	1	3	0	1	0	0	0	0	1	0	0
316636	11.30	11.54	11.32	13	12	5	2	1	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
316644	9.73	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316652	11.79	11.17	11.76	8	4	2	2	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
316661	14.54	16.42	16.42	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
316679	12.08	12.08	12.08	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316695	11.77	11.70	11.31	18	15	8	4	2	1	2	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
316709	10.81	10.38	10.19	15	10	4	0	2	2	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
316717	12.41	12.05	13.25	15	13	6	0	1	3	1	2	0	2	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
316733	10.00	10.08	10.44	23	18	9	2	1	1	2	2	0	2	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
316750	10.11	10.53	14.12	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
316768	9.28	9.28	8.52	6	6	3	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
316776	9.69	10.36	11.53	8	6	2	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
316784	10.03	9.80	9.13	10	9	6	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0
316792	11.93	11.93	14.51	6	6	2	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316806	9.10	9.11	9.22	5	4	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
316814	10.11	9.73	9.88	58	44	19	6	5	3	1	4	2	1	2	2	3	1	1	4	0	2	1	1	7	1	1	2	1	0	0	1
316822	10.83	10.64	10.99	30	26	9	3	6	0	1	1	1	0	1	1	1	2	1	1	1	1	1	2	4	0	0	0	1	0	1	0
316831	8.16	8.20	8.53	241	186	91	31	18	24	17	17	8	10	16	11	12	3	14	5	6	1	4	4	2	6	4	6	2	1	2	6
316849	7.82	7.68	7.17	98	81	30	11	14	8	5	8	11	5	1	3	1	3	3	5	0	4	0	1	1	1	0	1	4	1	2	1
316857	7.99	8.04	7.55	205	157	69	23	13	24	14	12	9	8	11	4	3	4	6	5	2	4	2	4	3	2	4	6	7	1	2	4
