zsjCode	dojezdy_all	dojezdy_urgent	dojezdy_very_urgent	count_all	count_urgent	count_very_urgent	DUŠNOST	ÚRAZ	BOLEST BŘICHA	PÁD	NESP.NEURO. PŘÍZ.	JINÉ POT.AK.	STENOKARDIE	JINÉ POT./ZH.STAVU	PO KOLAPSU	BEZVĚDOMÍ	NEVOLNOST	BOLEST ZAD 	PSYCHÓZA	NAPADENÍ	INTOXIKACE	SOMNOLENCE	KRVÁCENÍ	DN	HYPERT.	ARYTMIE	BOLEST DK	TEPLOTA	KŘEČE/PO KŘEČI	K PORODU	BOLEST JINÁ
128651	5.54	8.16	11.37	6	2	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
128660	7.06	7.09	7.14	265	197	91	26	27	18	19	18	12	16	9	5	9	7	10	3	5	6	3	10	5	5	3	3	5	1	4	7
128678	6.79	6.72	6.45	184	143	59	20	19	14	11	13	13	5	11	4	8	4	6	4	3	2	3	3	2	1	3	2	4	4	3	4
128686	6.37	6.28	6.02	293	220	101	41	27	24	15	19	16	18	9	6	10	11	7	2	3	5	5	6	2	6	7	6	6	1	7	3
128694	NaN	NaN	6.28	67	55	22	13	5	2	6	6	1	3	2	3	5	0	0	4	1	2	1	0	1	0	0	0	0	1	0	1
128708	7.38	7.38	7.16	144	116	59	12	4	9	11	7	4	8	8	5	10	5	5	3	6	8	6	3	2	1	2	2	2	0	2	4
128716	9.13	9.19	8.92	24	20	11	5	2	1	1	2	1	1	0	0	2	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0
128724	10.62	10.62	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128732	6.74	6.94	7.21	171	131	52	23	16	7	17	15	9	5	3	3	7	4	7	5	7	4	2	3	8	5	1	1	2	3	2	2
128741	7.06	7.26	7.80	31	28	13	4	3	5	1	2	1	3	2	4	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0
128759	8.18	8.38	7.38	13	10	2	0	0	1	3	3	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
128767	7.65	7.71	7.52	296	216	100	34	24	25	19	19	8	6	16	7	9	9	12	10	5	10	6	9	3	10	4	4	6	4	1	8
128775	7.10	7.05	7.03	86	61	32	11	5	3	6	2	1	10	3	6	1	1	1	0	0	2	3	5	1	2	4	2	1	0	2	0
128783	6.81	6.83	6.96	129	105	56	13	5	14	7	5	3	8	4	5	4	10	13	2	0	1	1	4	6	0	4	5	2	0	4	1
128791	6.30	6.17	5.69	205	155	83	20	24	26	19	8	7	7	6	4	6	5	3	5	2	5	0	4	7	2	1	3	5	3	1	1
128805	5.58	5.47	5.35	263	206	67	18	32	9	31	8	12	16	4	28	9	13	4	3	10	5	6	3	4	0	5	7	1	6	0	2
128813	5.44	5.36	4.95	362	278	95	29	31	22	30	11	9	14	5	28	11	21	9	19	22	15	14	5	4	6	4	10	0	9	5	2
128821	5.36	5.30	4.81	439	336	128	35	61	19	32	16	7	33	12	34	18	22	6	22	25	13	8	5	11	6	8	11	2	7	0	3
128830	8.54	8.34	7.97	83	62	26	10	7	9	7	4	6	2	2	5	4	3	2	2	3	3	1	0	1	0	1	2	0	0	2	0
128848	9.19	8.72	5.82	24	17	2	1	3	1	2	3	2	0	2	2	1	1	0	0	2	0	0	0	0	1	0	0	0	1	1	0
128856	9.16	9.10	8.72	45	33	13	4	5	3	3	2	4	3	0	3	2	3	0	0	2	1	2	2	0	0	1	1	0	1	0	0
128864	7.40	7.23	7.31	45	36	12	2	6	4	4	1	5	4	0	6	0	0	0	1	3	0	0	0	1	0	0	0	0	2	0	0
128872	7.83	8.21	8.09	11	9	4	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0
128881	7.69	7.51	7.71	238	190	72	23	20	13	14	10	18	20	8	20	6	9	8	10	9	0	6	6	5	2	6	3	2	3	2	0
128899	7.43	7.65	7.46	9	6	4	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
128902	8.13	8.03	8.38	11	7	3	1	0	1	3	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
128911	6.72	7.02	6.66	34	25	8	2	4	0	6	0	3	1	2	2	3	1	1	2	0	1	0	1	1	1	0	0	0	2	0	0
128937	6.92	6.94	6.93	74	56	20	6	11	4	5	2	0	5	0	3	4	4	0	2	3	4	1	1	6	0	0	0	0	2	0	1
128945	7.07	7.24	7.16	61	48	21	10	4	4	2	1	0	5	3	5	1	3	3	3	0	1	1	1	2	1	1	2	0	2	1	1
128953	7.06	7.00	8.01	64	57	25	5	5	5	1	1	5	4	3	4	2	2	5	1	2	3	1	1	0	1	1	1	1	1	1	2
128961	6.98	6.58	6.24	25	17	7	5	4	0	0	2	0	1	0	1	1	1	1	1	3	1	0	0	3	0	0	0	0	0	1	0
128970	7.09	7.15	7.27	53	46	22	7	4	9	0	3	0	1	3	4	7	2	0	3	0	0	1	0	0	3	0	1	0	1	0	0
128988	7.29	7.16	6.70	67	53	18	7	4	1	3	5	1	0	8	5	3	2	6	1	0	3	2	0	1	1	1	2	0	2	0	2
128996	7.66	7.74	7.82	37	29	12	1	7	4	4	2	0	0	2	2	0	0	1	2	1	0	0	0	0	0	0	1	1	2	1	0
129003	7.10	7.07	7.18	262	216	104	23	18	28	14	13	14	14	9	12	12	8	18	4	4	3	3	2	4	5	8	3	4	5	3	5
129011	7.04	6.99	6.73	359	267	118	44	33	35	47	13	16	14	16	14	13	4	4	3	7	6	9	10	3	9	3	7	8	1	4	3
129020	6.94	6.80	6.39	148	116	48	21	13	12	11	6	12	10	2	7	7	4	5	2	5	4	3	1	4	0	4	0	0	0	0	1
129038	6.60	6.56	6.48	77	55	22	5	11	5	8	5	1	6	0	6	4	1	0	2	1	2	4	0	3	2	2	2	2	0	1	2
129046	5.59	5.40	5.09	214	166	44	17	28	8	14	11	9	7	6	23	4	13	3	4	12	12	4	1	2	3	1	1	0	6	0	3
129054	6.19	5.97	5.82	387	280	113	25	45	40	28	14	11	16	12	18	20	11	6	10	21	11	9	6	9	5	16	2	5	5	3	2
129062	5.23	5.15	4.91	250	195	64	14	29	15	20	12	11	7	4	15	11	9	8	11	28	5	8	0	5	1	2	4	3	3	0	0
129071	5.35	5.16	4.54	71	52	20	7	6	5	4	3	2	4	0	2	1	2	3	1	4	1	3	0	2	0	5	1	0	2	2	1
129089	4.85	4.80	4.92	89	66	21	5	11	5	5	2	4	3	4	2	4	4	3	2	5	3	2	4	5	0	0	0	0	1	0	2
129097	6.24	5.92	3.65	19	14	4	2	3	0	1	2	2	1	0	1	0	2	0	0	1	1	0	0	0	0	0	0	1	1	0	0
129101	6.97	7.19	8.51	65	50	10	3	13	0	6	1	1	4	1	6	3	3	0	3	0	3	1	0	6	0	1	0	0	2	2	2
129119	9.41	9.25	8.88	46	35	20	4	3	5	7	1	0	3	4	0	2	1	3	0	2	0	0	1	1	1	1	1	1	0	0	1
129127	9.27	9.22	8.72	119	90	46	9	4	18	2	7	13	7	4	3	2	3	2	2	0	3	0	2	0	7	2	4	4	1	1	2
129135	9.92	6.65	0	4	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
129143	9.59	9.47	9.18	62	48	17	5	2	4	4	3	1	3	5	0	1	2	1	14	2	2	0	3	0	1	0	1	2	0	1	0
129151	9.36	9.42	9.15	69	53	24	2	8	8	11	2	2	2	3	1	4	3	0	8	0	0	2	3	1	0	1	1	1	0	0	2
129160	8.76	8.71	8.05	29	19	9	4	3	0	1	0	1	2	1	2	1	2	2	0	1	1	0	0	1	1	0	0	0	0	0	2
129178	9.81	10.09	9.48	21	17	10	3	2	1	0	1	0	0	1	1	1	0	3	0	1	1	0	0	2	0	1	0	0	1	0	0
129186	8.67	8.98	8.05	9	6	2	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0
129194	8.27	8.04	8.33	11	9	4	0	0	0	1	1	0	0	1	0	0	0	2	1	1	0	0	1	0	0	0	1	0	1	0	0
129208	11.12	11.28	8.68	9	7	2	1	0	0	0	3	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
129216	8.48	8.25	8.27	94	75	32	7	6	3	7	6	2	8	7	3	3	2	1	4	2	5	1	4	0	4	1	0	3	2	1	3
129224	7.91	8.13	7.86	31	25	8	3	4	4	6	0	2	2	0	1	0	2	1	1	0	0	1	0	2	0	0	0	0	0	0	0
129232	7.86	8.93	9.51	22	17	5	3	2	2	2	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0
129241	8.70	9.27	9.72	10	9	3	0	1	0	1	0	1	0	1	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0
129259	8.31	8.21	8.23	426	326	135	44	32	38	26	34	25	26	23	10	11	9	18	10	7	9	9	8	4	11	6	7	5	4	4	7
129267	8.37	8.33	8.16	295	223	108	41	18	25	30	21	18	11	13	3	9	12	12	6	1	2	2	8	4	6	6	7	4	7	1	2
129275	7.99	7.90	7.93	420	325	146	47	40	29	34	29	12	19	23	10	12	17	28	10	3	8	13	6	3	17	6	5	7	1	2	2
129283	7.44	7.52	6.47	108	88	24	5	13	4	4	8	11	5	6	4	2	3	5	1	1	1	2	2	5	4	1	2	0	4	3	1
129291	6.93	7.01	6.43	212	160	63	17	8	22	16	15	13	13	5	6	7	7	3	7	4	1	3	6	8	7	9	6	4	1	2	0
129305	6.68	6.61	6.64	192	151	64	18	16	14	14	8	13	5	15	8	7	3	10	10	1	4	4	4	2	5	5	5	1	0	2	1
129313	7.97	8.09	7.48	58	44	22	10	11	5	5	1	3	2	4	1	2	1	1	1	1	3	1	2	0	1	0	1	0	2	0	0
129321	6.97	6.85	6.51	178	140	67	21	17	17	13	5	13	8	8	8	8	5	3	7	2	3	2	2	1	3	4	1	1	1	4	1
129330	6.52	6.47	6.69	156	114	50	10	5	24	17	7	11	6	16	2	12	4	4	5	0	3	5	3	0	4	1	2	3	0	1	1
129348	5.80	5.37	5.31	37	26	12	4	2	4	3	2	4	2	0	1	2	0	1	1	0	1	2	0	0	4	0	1	0	0	0	0
129356	7.00	7.08	7.12	107	83	30	7	12	3	15	7	5	5	4	4	5	2	1	4	1	2	2	4	5	2	1	0	3	1	0	1
129364	5.72	5.77	5.50	265	204	73	23	23	15	29	16	15	8	21	9	9	7	7	9	1	6	7	8	0	12	1	5	5	6	2	3
129372	6.09	6.13	5.65	249	181	70	27	20	12	24	21	15	13	17	10	11	8	7	5	6	3	1	5	3	8	2	6	8	3	1	1
129381	5.66	5.68	5.24	224	170	79	22	20	17	14	11	7	11	9	6	11	8	10	6	4	3	3	9	1	12	3	2	1	1	4	3
129399	8.18	8.08	8.06	95	74	30	6	6	7	6	7	6	6	8	1	6	6	3	2	0	3	3	2	2	5	2	1	1	1	0	3
129402	12.46	9.76	11.52	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
129411	8.60	8.86	9.31	84	69	28	8	7	7	5	5	5	3	2	4	3	2	4	5	1	0	3	0	1	2	1	3	1	2	2	0
129429	8.72	8.68	8.84	80	61	28	3	10	6	6	4	3	7	4	1	4	3	6	2	0	1	2	2	2	1	4	1	0	0	0	2
129437	9.19	9.19	9.43	7	7	5	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
129445	10.44	9.82	9.30	30	24	15	7	4	3	4	1	3	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0
129453	9.36	9.11	9.19	103	78	28	5	14	4	10	9	4	7	2	5	6	2	3	4	1	2	3	2	2	2	4	1	1	2	0	3
129461	10.25	10.53	10.25	10	8	2	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
129470	9.41	9.09	8.78	40	30	10	3	1	3	5	1	4	0	3	0	2	3	0	2	1	1	2	2	0	4	0	1	0	0	0	0
129488	8.39	8.44	7.85	9	8	5	1	2	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
129496	8.18	7.90	8.37	80	58	18	4	19	3	7	4	4	4	0	6	2	1	2	2	1	0	6	0	1	2	1	0	2	1	2	0
129500	7.84	7.80	8.01	329	234	90	29	31	27	31	22	13	13	21	7	6	12	13	6	0	13	9	7	2	10	8	8	6	2	3	3
129518	7.05	7.02	7.20	435	319	118	44	41	28	41	25	9	23	26	24	9	16	11	5	2	6	8	9	3	7	13	11	7	9	4	7
129526	6.81	6.73	6.64	254	193	81	32	26	21	24	11	10	11	15	8	14	8	5	3	4	7	9	8	4	6	3	6	3	0	1	2
129534	6.91	6.88	6.17	142	110	49	20	12	8	9	10	8	11	3	6	8	5	4	2	3	6	3	0	2	2	0	1	0	0	2	1
129542	5.54	5.45	5.19	77	59	21	7	8	1	8	1	1	3	2	13	5	3	2	0	2	1	2	0	5	0	2	0	1	2	0	1
129551	5.05	5.12	5.32	59	45	16	7	7	3	2	2	1	2	2	4	1	3	3	5	1	3	0	0	1	3	1	1	1	0	0	0
129569	7.23	7.31	7.34	184	128	39	9	39	14	14	7	10	5	5	8	6	6	3	4	3	7	2	1	6	5	7	3	0	3	3	2
129585	6.73	6.72	6.55	359	281	115	43	28	28	23	26	23	9	20	11	11	10	10	10	9	5	7	7	5	10	7	9	8	4	3	2
129593	7.27	7.23	7.11	400	317	120	38	28	28	36	26	34	16	28	13	15	12	8	12	4	11	6	8	5	4	5	4	4	5	3	7
129607	6.73	6.84	7.25	100	76	34	8	9	6	8	8	2	9	4	2	3	4	1	1	4	5	1	1	4	2	2	3	1	1	0	3
129615	6.57	6.91	6.43	64	46	13	3	2	2	7	5	3	3	0	4	2	2	2	0	3	0	4	0	12	0	0	0	0	3	0	0
129631	7.49	7.59	7.19	131	100	46	13	10	9	25	5	4	7	9	7	7	3	2	1	3	2	0	4	5	1	2	1	0	2	0	0
129640	6.02	5.98	5.23	66	47	12	9	9	3	10	1	2	1	4	3	2	1	1	1	1	1	2	0	0	2	0	2	0	3	0	1
129658	8.98	9.19	9.55	87	69	35	13	6	7	6	5	5	3	3	1	6	1	1	1	4	4	3	0	0	1	1	3	1	1	2	0
129666	8.42	8.43	8.26	280	227	108	37	13	27	18	14	20	12	14	9	8	4	8	6	8	5	6	8	3	1	1	6	1	2	3	5
129674	8.84	8.88	8.70	393	301	140	56	26	31	32	19	20	20	18	9	11	12	18	11	2	5	8	8	2	9	8	9	10	4	6	1
129704	9.09	9.24	8.96	82	64	32	13	9	8	5	3	5	4	3	4	5	2	1	1	1	2	1	2	0	1	0	1	2	3	1	0
129712	8.17	8.09	8.04	152	122	53	21	7	12	11	7	10	10	9	5	8	4	1	4	2	3	11	3	2	4	3	0	1	2	1	0
129721	8.44	8.38	8.03	70	58	31	8	6	6	4	4	1	5	1	2	5	1	2	1	2	2	1	2	3	0	0	0	0	2	0	1
129739	11.54	11.54	8.86	8	8	2	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
129747	8.47	8.36	8.94	20	16	4	0	7	1	0	2	1	1	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
129755	8.64	8.60	9.00	167	123	48	9	20	18	16	11	6	8	8	3	6	8	4	3	1	0	4	3	0	6	1	5	2	2	1	2
129763	9.55	9.21	8.77	19	17	10	1	1	1	1	1	1	1	0	1	2	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0
129780	6.43	6.32	5.85	103	77	31	13	11	2	8	3	10	3	6	6	8	1	2	2	1	2	2	4	2	2	2	3	1	1	1	0
129798	7.93	8.04	8.38	96	74	40	8	9	12	11	1	5	5	5	3	6	0	2	1	4	2	2	4	1	2	2	0	0	1	0	0
129810	8.90	9.04	8.58	171	133	65	26	11	13	7	14	5	3	12	6	8	1	7	4	1	2	3	5	7	5	4	3	2	1	1	3
129828	9.67	9.41	9.14	44	37	19	0	4	3	1	0	2	5	1	3	4	3	0	2	0	0	1	0	7	0	2	0	0	0	0	0
129836	9.94	9.94	9.97	3	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
129844	8.69	8.62	8.44	80	67	24	4	5	8	8	7	3	2	2	3	3	3	1	8	1	1	3	0	5	2	2	1	0	0	1	1
129852	8.71	7.06	7.51	4	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
129861	12.30	12.64	12.81	8	7	3	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
129879	11.69	11.53	11.08	105	85	36	10	9	13	6	8	3	6	5	6	5	3	2	1	1	1	3	5	1	4	2	0	3	0	1	0
129887	9.85	9.02	11.22	10	6	1	1	3	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
129895	10.05	9.97	9.88	15	13	4	4	3	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
129917	12.11	11.91	10.79	16	12	4	1	2	0	4	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
129925	11.28	11.51	0	6	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
129933	11.54	11.44	11.71	47	36	9	4	4	4	3	3	4	1	5	1	0	3	1	2	0	1	1	1	1	1	1	0	0	0	0	2
129941	11.50	11.55	11.11	67	59	27	4	9	6	4	1	0	7	0	8	2	7	2	3	1	1	2	2	0	1	2	1	0	0	0	1
129950	11.25	11.14	10.75	14	11	4	2	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0
129968	11.61	11.52	11.70	81	65	30	12	9	9	5	2	4	3	1	4	4	2	5	1	2	0	2	1	1	1	1	1	1	0	0	1
129984	11.48	11.55	11.38	107	84	38	12	12	6	6	8	6	5	3	5	5	2	2	0	3	5	1	2	0	5	1	2	1	1	2	1
129992	11.67	11.65	9.83	7	6	3	0	2	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130001	13.24	12.84	11.27	16	13	5	2	0	0	1	3	1	1	3	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
130010	12.56	11.76	11.76	4	3	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130028	12.57	12.58	12.64	112	83	45	13	5	11	14	6	6	6	6	4	10	2	3	2	2	0	1	4	0	2	1	2	1	0	0	2
130036	11.79	11.68	10.90	38	32	12	2	5	5	2	2	3	1	2	0	2	1	1	2	1	0	2	0	0	0	1	0	0	1	0	1
130044	10.27	10.38	10.93	21	20	2	0	5	1	1	1	2	0	1	2	0	1	1	0	0	0	0	0	2	0	0	0	0	3	0	0
130052	11.66	11.66	10.82	4	4	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
130061	8.06	8.04	7.93	57	49	26	5	6	6	3	2	2	0	1	1	3	2	2	2	5	1	0	2	2	0	0	0	1	0	0	1
130079	7.55	7.60	7.48	570	430	185	61	49	48	54	28	28	30	31	13	15	19	12	16	8	5	20	21	6	12	11	13	11	8	5	4
130087	6.84	6.76	6.45	544	424	173	65	42	46	35	35	30	27	24	24	22	17	11	12	6	11	13	12	11	7	12	9	8	6	7	8
130095	5.83	5.84	5.51	217	174	59	17	16	12	18	14	8	6	7	19	15	8	6	9	5	8	7	3	8	1	5	0	1	3	1	0
130109	6.39	6.50	5.90	124	94	38	17	10	6	9	4	6	2	2	6	1	3	7	10	5	3	2	3	5	2	3	0	2	1	4	1
130117	5.98	5.92	5.57	193	136	53	14	24	12	16	11	8	6	5	3	9	8	3	4	12	12	3	1	7	2	3	3	8	3	2	1
130125	5.67	5.59	5.28	508	393	169	49	53	45	47	26	20	19	19	20	19	12	12	13	12	12	11	10	8	13	13	3	6	5	7	8
130133	5.66	5.57	5.23	371	291	119	33	42	23	30	21	19	17	25	13	20	9	16	10	11	5	6	3	4	3	8	7	4	6	3	3
130141	5.69	5.68	5.49	273	202	80	27	25	19	17	15	13	17	11	12	6	13	8	6	10	10	4	3	7	3	4	3	3	2	2	6
130168	6.25	6.18	5.36	280	209	71	20	56	15	23	14	8	8	9	14	11	4	5	6	6	14	8	6	2	5	8	1	4	3	5	0
130176	8.59	8.16	6.95	18	13	4	0	8	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
130184	9.88	9.94	9.46	46	31	9	3	13	1	11	2	0	2	0	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0
130192	9.94	9.92	9.45	70	52	23	9	8	5	6	2	4	3	2	3	1	3	2	1	0	2	1	0	2	0	3	0	4	0	3	0
130206	9.35	9.06	9.64	16	13	5	1	2	1	1	2	0	1	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0
130214	10.07	10.16	9.70	25	18	6	0	2	1	4	1	1	1	0	0	1	1	3	2	1	0	1	0	1	0	0	1	0	1	1	0
130222	7.35	7.57	7.30	8	6	3	2	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
130231	6.38	6.36	6.16	74	63	23	4	13	5	4	1	5	2	0	2	4	3	3	13	3	1	0	0	3	0	0	0	0	1	3	0
130249	5.98	5.91	5.25	173	131	37	9	20	4	11	3	8	4	6	8	11	8	2	16	19	8	2	0	8	0	0	2	1	5	2	2
130257	6.52	6.54	6.63	261	208	88	24	19	24	7	13	9	13	5	13	9	12	4	8	8	9	7	7	6	6	2	6	5	5	7	4
130265	6.26	6.19	5.94	295	226	102	27	14	28	21	16	17	19	7	9	11	14	11	3	7	7	6	3	3	5	8	5	4	2	4	5
130273	6.52	6.67	6.52	300	221	90	41	23	31	13	19	13	9	12	11	11	10	6	10	9	7	5	6	4	2	1	11	8	13	2	4
130281	7.04	7.04	6.83	224	173	83	23	17	25	13	12	8	8	5	5	7	13	8	6	8	4	2	8	1	4	1	3	3	6	2	3
130290	6.34	6.20	6.11	262	208	81	43	20	13	6	18	17	15	12	6	8	8	8	8	6	9	7	5	3	5	1	3	2	6	1	3
130303	5.44	5.57	4.95	152	114	49	12	21	14	13	3	4	5	1	6	7	4	4	3	8	7	3	3	9	2	7	1	1	2	0	0
130311	5.53	5.36	5.40	328	248	90	30	34	19	25	17	16	8	6	27	12	13	11	14	9	7	5	4	9	3	3	1	4	2	5	5
130320	6.16	6.15	5.36	148	109	27	12	37	6	8	2	8	2	6	13	4	6	0	2	2	4	4	2	6	3	0	2	2	0	1	1
130338	8.77	7.39	8.32	6	4	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
130346	8.13	8.08	8.32	26	23	11	3	2	0	1	3	1	0	2	0	2	1	2	0	0	0	1	1	0	0	0	0	0	1	1	0
130362	8.53	8.63	8.39	26	22	13	1	0	2	1	4	0	3	0	1	2	1	2	0	1	0	0	1	0	0	0	0	1	1	0	1
130371	8.66	8.55	8.34	291	187	86	46	18	19	40	11	7	12	19	8	7	6	6	10	7	5	6	6	2	19	5	3	2	3	3	6
130397	9.34	9.24	9.28	384	300	155	51	23	47	40	20	16	25	18	14	13	12	10	5	4	2	9	9	3	11	7	5	4	2	2	1
130401	8.22	8.07	7.92	83	67	34	18	3	2	6	4	3	3	8	3	2	4	3	3	2	2	0	1	3	2	3	3	0	0	0	0
130427	4.72	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
130435	6.78	6.66	5.60	93	72	27	17	8	4	7	7	7	5	8	2	2	7	1	1	0	0	3	3	0	4	1	0	0	0	0	0
130443	6.12	6.07	5.86	386	303	128	40	34	33	32	35	15	14	19	15	23	14	16	9	5	0	3	4	4	8	5	11	5	1	2	2
130478	6.55	6.46	6.60	226	171	58	21	23	11	21	12	15	9	11	6	11	6	2	11	6	7	5	7	6	6	1	2	2	5	2	1
130486	6.49	6.36	5.78	19	14	7	0	4	1	4	1	0	0	0	0	1	1	0	0	0	0	1	1	1	3	0	0	0	0	1	0
130508	7.33	7.35	7.19	357	270	122	40	24	22	40	18	12	7	10	19	19	17	12	10	5	10	5	11	4	9	12	6	1	2	1	8
130516	7.68	7.77	7.55	280	215	107	46	32	26	28	17	16	13	12	7	14	7	2	0	0	1	11	9	0	8	0	5	4	1	3	2
130524	7.36	7.58	7.60	51	38	19	14	6	2	1	5	2	2	3	0	1	1	3	1	0	1	0	0	1	1	2	1	0	0	0	0
130532	9.15	9.07	9.20	381	304	133	40	34	33	26	19	19	13	22	16	14	9	16	9	5	11	8	10	4	2	3	10	5	4	7	5
130541	8.81	8.87	8.87	117	95	41	14	8	7	10	7	9	1	4	1	8	2	1	4	2	4	1	5	0	1	0	2	1	3	4	1
130559	9.50	9.68	9.49	94	66	27	8	8	7	7	8	2	5	4	5	6	2	5	4	2	3	1	3	0	2	1	2	1	1	5	1
130567	12.67	12.67	11.78	7	6	4	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
130575	10.37	10.65	11.82	18	12	5	2	2	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	2	3	0	0	0	0	1
130583	9.45	9.45	9.64	28	21	13	3	3	2	4	1	1	1	1	0	3	1	0	0	1	0	0	0	1	0	0	0	1	0	1	2
130591	9.05	9.12	9.06	70	56	24	7	6	5	5	3	4	5	2	4	1	3	1	3	1	3	0	2	0	1	1	0	1	3	1	1
130605	7.62	6.62	7.78	10	8	2	1	2	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0
130613	7.04	7.04	6.85	8	8	3	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
130621	7.33	7.45	7.23	132	104	50	19	12	11	12	4	6	10	5	3	2	2	5	3	2	1	1	5	2	1	1	0	2	0	1	0
130630	6.74	6.45	6.48	15	13	9	3	1	2	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
130648	6.11	6.09	5.91	59	47	22	5	7	5	7	3	1	4	3	3	2	0	2	1	0	0	2	2	0	3	1	0	0	2	1	0
130656	5.84	5.81	5.49	282	214	83	23	35	15	22	18	10	14	18	13	9	12	8	9	6	1	6	6	4	8	6	4	2	4	6	2
130672	6.23	6.21	5.97	106	79	29	5	10	8	10	4	5	5	6	3	7	5	1	4	2	2	1	2	1	0	2	0	2	3	4	1
130699	6.59	6.52	6.35	274	214	77	24	40	14	20	15	17	8	8	17	9	12	9	13	7	11	3	3	5	4	3	2	7	4	0	3
130702	7.11	6.93	6.63	223	179	77	20	31	10	10	13	4	8	12	6	17	6	5	9	4	6	8	2	3	2	3	7	2	0	7	6
130711	8.54	8.08	7.22	29	23	8	3	3	3	3	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0
130729	7.42	7.09	7.83	19	15	5	2	3	2	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0
130737	7.60	7.70	7.44	156	130	65	24	9	12	9	13	10	12	3	7	7	4	8	3	2	2	1	0	3	2	2	3	1	1	3	3
130745	8.85	8.90	8.91	270	213	89	28	21	27	13	21	19	12	15	9	10	5	8	6	6	4	3	4	3	3	4	5	4	2	5	8
130753	14.06	14.36	11.38	5	4	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
